detected_at,sheet,type,text
2026-07-05 16:46:57,MIN,ADDED,"Turner, Evan | 4 - CAP HOLD | 27909834.0 |  |  |  |  |  | 27909834"
2026-07-05 16:46:57,MIN,REMOVED,"Hyland, Bones | 4 - CAP HOLD | 2449421.0 |  |  |  |  |  | 2449421"
2026-07-05 16:46:57,MIN,ADDED,"Hyland, Bones | 1 - FULL SEASON | 2449421.0 |  |  |  |  |  | 2449421"
2026-07-05 16:46:57,MIN,REMOVED, |  |  |  |  |  |  |  | 0
2026-07-05 16:46:57,MIN,REMOVED,"TEAM SALARY (Art, I §1 (nnn)): |  | 260691838 | 188783460.6 | 119308939 | 28448276 | 0 | 0 | 597232513.6"
2026-07-05 16:46:57,MIN,ADDED,"TEAM SALARY (Art, I §1 (nnn)): |  | 288601672 | 188783460.6 | 119308939 | 28448276 | 0 | 0 | 625142347.6"
2026-07-05 16:46:57,MIN,REMOVED,Players Under Contract |  | 187981661 | 188783460.6 | 119308939 | 28448276 | 0 | 0 | BOLD = Option Year
2026-07-05 16:46:57,MIN,REMOVED,"Full Season Contracts |  | 187981661 | 188783460.6 | 119308939 | 28448276 | 0 | 0 | *=Projected Exten,,"
2026-07-05 16:46:57,MIN,ADDED,Players Under Contract |  | 190431082 | 188783460.6 | 119308939 | 28448276 | 0 | 0 | BOLD = Option Year
2026-07-05 16:46:57,MIN,ADDED,"Full Season Contracts |  | 190431082 | 188783460.6 | 119308939 | 28448276 | 0 | 0 | *=Projected Exten,,"
2026-07-05 16:46:57,MIN,REMOVED,Cap Holds |  | 70060756 | 0 | 0 | 0 | 0 | 0
2026-07-05 16:46:57,MIN,ADDED,Cap Holds |  | 95521169 | 0 | 0 | 0 | 0 | 0
2026-07-05 16:46:57,MIN,REMOVED,"Avg, Salary (Mean) (ALL Compensation Obligations) |  |  | Players Under Contract |  | 8"
2026-07-05 16:46:57,MIN,REMOVED,"Avg, Salary (Mean) (No 10-Day K's) |  |  | Avaiable Spots |  | 7"
2026-07-05 16:46:57,MIN,REMOVED,"Avg, Salary (Mean) (No 10-Day K's & ROS) |  |  | Players to Reach Roster Min, |  | 5"
2026-07-05 16:46:57,MIN,ADDED,"Avg, Salary (Mean) (ALL Compensation Obligations) |  |  | Players Under Contract |  | 9"
2026-07-05 16:46:57,MIN,ADDED,"Avg, Salary (Mean) (No 10-Day K's) |  |  | Avaiable Spots |  | 6"
2026-07-05 16:46:57,MIN,ADDED,"Avg, Salary (Mean) (No 10-Day K's & ROS) |  |  | Players to Reach Roster Min, |  | 4"
2026-07-05 16:46:57,Luxury Tax Calculator,REMOVED,Luxury Tax | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 23501723 | 0 | 0 | 0 | 10706857.6 | 0 | 0 | 0 | 0 | 0 | 86661 | 435790.92 | 13065628 | 25800610 | 29970320.04 | 0 | 702276.5238 | 6712130.274 | 26574062 | 0 | 4133098.14 | 0 | 0
2026-07-05 16:46:57,Luxury Tax Calculator,REMOVED,1st Incremental Tax Bracket | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 17055000 | 0 | 0 | 0 | 5685000 | 0 | 0 | 0 | 0 | 0 | 86661 | 435790.92 | 5685000 | 5685000 | 5685000 | 0 | 2106829.571 | 5685000 | 5685000 | 0 | 4133098.14 | 0 | 0
2026-07-05 16:46:57,Luxury Tax Calculator,ADDED,Luxury Tax | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 23501723 | 0 | 0 | 0 | 10706857.6 | 0 | 0 | 0 | 0 | 0 | 2536082 | 435790.92 | 13065628 | 25800610 | 29970320.04 | 0 | 702276.5238 | 6712130.274 | 26574062 | 0 | 4133098.14 | 0 | 0
2026-07-05 16:46:57,Luxury Tax Calculator,ADDED,1st Incremental Tax Bracket | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 17055000 | 0 | 0 | 0 | 5685000 | 0 | 0 | 0 | 0 | 0 | 2536082 | 435790.92 | 5685000 | 5685000 | 5685000 | 0 | 2106829.571 | 5685000 | 5685000 | 0 | 4133098.14 | 0 | 0
2026-07-05 16:46:57,Luxury Tax Calculator,REMOVED,Tax Liability | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 110694991.8 | 0 | 0 | 0 | 11962322 | 0 | 0 | 0 | 0 | 0 | 86661 | 435790.92 | 18725948 | 75760702.5 | 98424340.23 | 0 | 2106829.571 | 6968912.843 | 79821325.5 | 0 | 4133098.14 | 0 | 0
2026-07-05 16:46:57,Luxury Tax Calculator,ADDED,Tax Liability | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 110694991.8 | 0 | 0 | 0 | 11962322 | 0 | 0 | 0 | 0 | 0 | 2536082 | 435790.92 | 18725948 | 75760702.5 | 98424340.23 | 0 | 2106829.571 | 6968912.843 | 79821325.5 | 0 | 4133098.14 | 0 | 0
2026-07-05 16:47:57,GOS,REMOVED,"Spencer, Pat | 4 - CAP HOLD | 2449421.0 |  |  |  |  |  | 2449421"
2026-07-05 16:47:57,GOS,REMOVED,"TEAM SALARY (Art, I §1 (nnn)): |  | 259634124.8 | 47353106 | 14812268 | 8899127.4 | 0 | 0 | 330698626.2"
2026-07-05 16:47:57,GOS,ADDED, |  |  |  |  |  |  |  | 0
2026-07-05 16:47:57,GOS,ADDED,"TEAM SALARY (Art, I §1 (nnn)): |  | 257184703.8 | 47353106 | 14812268 | 8899127.4 | 0 | 0 | 328249205.2"
2026-07-05 16:47:57,GOS,REMOVED,Cap Holds |  | 86508527.5 | 0 | 0 | 0 | 0 | 0
2026-07-05 16:47:57,GOS,ADDED,Cap Holds |  | 84059106.5 | 0 | 0 | 0 | 0 | 0
2026-07-05 16:47:57,GOS,REMOVED, |  |  | Cap Holds |  | 19
2026-07-05 16:47:57,GOS,ADDED, |  |  | Cap Holds |  | 18
2026-07-05 16:47:57,MIN,REMOVED,"Turner, Evan | 4 - CAP HOLD | 27909834.0 |  |  |  |  |  | 27909834"
2026-07-05 16:47:57,MIN,ADDED,"Hyland, Bones | 1 - FULL SEASON | 2449421.0 |  |  |  |  |  | 2449421"
2026-07-05 16:47:57,MIN,REMOVED,"Hyland, Bones | 1 - FULL SEASON | 2449421.0 |  |  |  |  |  | 2449421"
2026-07-05 16:47:57,MIN,REMOVED,"TEAM SALARY (Art, I §1 (nnn)): |  | 288601672 | 188783460.6 | 119308939 | 28448276 | 0 | 0 | 625142347.6"
2026-07-05 16:47:57,MIN,ADDED, |  |  |  |  |  |  |  | 0
2026-07-05 16:47:57,MIN,ADDED,"TEAM SALARY (Art, I §1 (nnn)): |  | 260691838 | 188783460.6 | 119308939 | 28448276 | 0 | 0 | 597232513.6"
2026-07-05 16:47:57,MIN,REMOVED,Cap Holds |  | 95521169 | 0 | 0 | 0 | 0 | 0
2026-07-05 16:47:57,MIN,ADDED,Cap Holds |  | 67611335 | 0 | 0 | 0 | 0 | 0
2026-07-05 16:47:57,MIN,REMOVED, |  |  | Cap Holds |  | 10
2026-07-05 16:47:57,MIN,ADDED, |  |  | Cap Holds |  | 9
2026-07-05 16:53:57,CHI,ADDED,"Smith, Jalen | 1 - FULL SEASON | 9428571.0 |  |  |  |  |  | 9428571"
2026-07-05 16:53:57,CHI,REMOVED,"Wilson, Caleb | 6 - DRAFT PICK | 10683720.0 | 11217960.0 | 11752320.0 | 14866684.8 |  |  | 48520684.8"
2026-07-05 16:53:57,CHI,REMOVED,"Swain, Dailyn | 6 - DRAFT PICK | 4965480.0 | 5213760.0 | 5461920.0 | 8373123.359999999 |  |  | 24014283.36"
2026-07-05 16:53:57,CHI,ADDED,"Wilson, Caleb | 1 - FULL SEASON | 10683720.0 | 11217960.0 | 11752320.0 | 14866684.8 |  |  | 48520684.8"
2026-07-05 16:53:57,CHI,ADDED,"Swain, Dailyn | 1 - FULL SEASON | 4965480.0 | 5213760.0 | 5461920.0 | 8373123.359999999 |  |  | 24014283.36"
2026-07-05 16:53:57,CHI,REMOVED, |  |  |  |  |  |  |  | 0
2026-07-05 16:53:57,CHI,REMOVED,"TEAM SALARY (Art, I §1 (nnn)): |  | 211870417.5 | 98251977.76 | 68444703 | 23239808.16 | 0 | 0 | 401806906.4"
2026-07-05 16:53:57,CHI,ADDED,"TEAM SALARY (Art, I §1 (nnn)): |  | 221298988.5 | 98251977.76 | 68444703 | 23239808.16 | 0 | 0 | 411235477.4"
2026-07-05 16:53:57,CHI,REMOVED,Players Under Contract |  | 103866560 | 81820257.76 | 51230463 | 0 | 0 | 0 | BOLD = Option Year
2026-07-05 16:53:57,CHI,REMOVED,"Full Season Contracts |  | 103866560 | 81820257.76 | 51230463 | 0 | 0 | 0 | *=Projected Exten,,"
2026-07-05 16:53:57,CHI,ADDED,Players Under Contract |  | 128944331 | 98251977.76 | 68444703 | 23239808.16 | 0 | 0 | BOLD = Option Year
2026-07-05 16:53:57,CHI,ADDED,"Full Season Contracts |  | 128944331 | 98251977.76 | 68444703 | 23239808.16 | 0 | 0 | *=Projected Exten,,"
2026-07-05 16:53:57,CHI,REMOVED,Draft Picks |  | 15649200 | 16431720 | 17214240 | 23239808.16 | 0 | 0
2026-07-05 16:53:57,CHI,ADDED,Draft Picks |  | 0 | 0 | 0 | 0 | 0 | 0
2026-07-05 16:53:57,CHI,REMOVED,"Avg, Salary (Mean) (ALL Compensation Obligations) |  |  | Players Under Contract |  | 11"
2026-07-05 16:53:57,CHI,REMOVED,"Avg, Salary (Mean) (No 10-Day K's) |  |  | Avaiable Spots |  | 4"
2026-07-05 16:53:57,CHI,REMOVED,"Avg, Salary (Mean) (No 10-Day K's & ROS) |  |  | Players to Reach Roster Min, |  | 2"
2026-07-05 16:53:57,CHI,ADDED,"Avg, Salary (Mean) (ALL Compensation Obligations) |  |  | Players Under Contract |  | 14"
2026-07-05 16:53:57,CHI,ADDED,"Avg, Salary (Mean) (No 10-Day K's) |  |  | Avaiable Spots |  | 1"
2026-07-05 16:53:57,CHI,ADDED,"Avg, Salary (Mean) (No 10-Day K's & ROS) |  |  | Players to Reach Roster Min, |  | 0"
2026-07-05 16:54:58,CHI,REMOVED,"Smith, Jalen | 1 - FULL SEASON | 9428571.0 |  |  |  |  |  | 9428571"
2026-07-05 16:54:58,CHI,ADDED,"Wilson, Caleb | 1 - FULL SEASON | 10683720.0 | 11217960.0 | 11752320.0 | 14866684.8 |  |  | 48520684.8"
2026-07-05 16:54:58,CHI,ADDED,"Swain, Dailyn | 1 - FULL SEASON | 4965480.0 | 5213760.0 | 5461920.0 | 8373123.359999999 |  |  | 24014283.36"
2026-07-05 16:54:58,CHI,REMOVED,"Wilson, Caleb | 1 - FULL SEASON | 10683720.0 | 11217960.0 | 11752320.0 | 14866684.8 |  |  | 48520684.8"
2026-07-05 16:54:58,CHI,REMOVED,"Swain, Dailyn | 1 - FULL SEASON | 4965480.0 | 5213760.0 | 5461920.0 | 8373123.359999999 |  |  | 24014283.36"
2026-07-05 16:54:58,CHI,REMOVED,"TEAM SALARY (Art, I §1 (nnn)): |  | 221298988.5 | 98251977.76 | 68444703 | 23239808.16 | 0 | 0 | 411235477.4"
2026-07-05 16:54:58,CHI,ADDED, |  |  |  |  |  |  |  | 0
2026-07-05 16:54:58,CHI,ADDED,"TEAM SALARY (Art, I §1 (nnn)): |  | 211870417.5 | 98251977.76 | 68444703 | 23239808.16 | 0 | 0 | 401806906.4"
2026-07-05 16:54:58,CHI,REMOVED,Players Under Contract |  | 128944331 | 98251977.76 | 68444703 | 23239808.16 | 0 | 0 | BOLD = Option Year
2026-07-05 16:54:58,CHI,REMOVED,"Full Season Contracts |  | 128944331 | 98251977.76 | 68444703 | 23239808.16 | 0 | 0 | *=Projected Exten,,"
2026-07-05 16:54:58,CHI,ADDED,Players Under Contract |  | 119515760 | 98251977.76 | 68444703 | 23239808.16 | 0 | 0 | BOLD = Option Year
2026-07-05 16:54:58,CHI,ADDED,"Full Season Contracts |  | 119515760 | 98251977.76 | 68444703 | 23239808.16 | 0 | 0 | *=Projected Exten,,"
2026-07-05 16:54:58,CHI,REMOVED,"Avg, Salary (Mean) (ALL Compensation Obligations) |  |  | Players Under Contract |  | 14"
2026-07-05 16:54:58,CHI,REMOVED,"Avg, Salary (Mean) (No 10-Day K's) |  |  | Avaiable Spots |  | 1"
2026-07-05 16:54:58,CHI,ADDED,"Avg, Salary (Mean) (ALL Compensation Obligations) |  |  | Players Under Contract |  | 13"
2026-07-05 16:54:58,CHI,ADDED,"Avg, Salary (Mean) (No 10-Day K's) |  |  | Avaiable Spots |  | 2"
2026-07-05 16:59:56,BKN,ADDED,"Demin, Egor | 1 - FULL SEASON | 7233720.0 | 7578240.0 | 9639521.0 |  |  |  | 24451481"
2026-07-05 16:59:56,BKN,REMOVED,"Brown Jr., Mikel | 6 - DRAFT PICK | 8787000.0 | 9226440.0 | 9666000.0 | 12256488.0 |  |  | 39935928"
2026-07-05 16:59:56,BKN,REMOVED,"Jefferson, Joshua | 6 - DRAFT PICK | 2969520.0 | 3118560.0 | 3266880.0 | 5896718.4 |  |  | 15251678.4"
2026-07-05 16:59:56,BKN,ADDED,"Brown Jr., Mikel | 1 - FULL SEASON | 8787000.0 | 9226440.0 | 9666000.0 | 12256488.0 |  |  | 39935928"
2026-07-05 16:59:56,BKN,REMOVED,"TEAM SALARY (Art, I §1 (nnn)): |  | 167494094.6 | 71180080 | 46411928 | 18153206.4 | 0 | 0 | 303239309"
2026-07-05 16:59:56,BKN,ADDED,"TEAM SALARY (Art, I §1 (nnn)): |  | 171758294.6 | 75639760 | 52784569 | 12256488 | 0 | 0 | 312439111.6"
2026-07-05 16:59:56,BKN,REMOVED,Players Under Contract |  | 107938158.5 | 58835080 | 33479048 | 0 | 0 | 0 | BOLD = Option Year
2026-07-05 16:59:56,BKN,REMOVED,"Full Season Contracts |  | 107938158.5 | 58835080 | 33479048 | 0 | 0 | 0 | *=Projected Exten,,"
2026-07-05 16:59:56,BKN,ADDED,Players Under Contract |  | 123958878.5 | 75639760 | 52784569 | 12256488 | 0 | 0 | BOLD = Option Year
2026-07-05 16:59:56,BKN,ADDED,"Full Season Contracts |  | 123958878.5 | 75639760 | 52784569 | 12256488 | 0 | 0 | *=Projected Exten,,"
2026-07-05 16:59:56,BKN,REMOVED,Draft Picks |  | 11756520 | 12345000 | 12932880 | 18153206.4 | 0 | 0
2026-07-05 16:59:56,BKN,ADDED,Draft Picks |  | 0 | 0 | 0 | 0 | 0 | 0
2026-07-05 16:59:56,BKN,REMOVED,"Avg, Salary (Mean) (ALL Compensation Obligations) |  |  | Players Under Contract |  | 10"
2026-07-05 16:59:56,BKN,REMOVED,"Avg, Salary (Mean) (No 10-Day K's) |  |  | Avaiable Spots |  | 5"
2026-07-05 16:59:56,BKN,REMOVED,"Avg, Salary (Mean) (No 10-Day K's & ROS) |  |  | Players to Reach Roster Min, |  | 3"
2026-07-05 16:59:56,BKN,ADDED,"Avg, Salary (Mean) (ALL Compensation Obligations) |  |  | Players Under Contract |  | 12"
2026-07-05 16:59:56,BKN,ADDED,"Avg, Salary (Mean) (No 10-Day K's) |  |  | Avaiable Spots |  | 3"
2026-07-05 16:59:56,BKN,ADDED,"Avg, Salary (Mean) (No 10-Day K's & ROS) |  |  | Players to Reach Roster Min, |  | 1"
2026-07-05 16:59:56,CHI,ADDED,"Jefferson, Joshua | 6 - DRAFT PICK | 2969520.0 | 3118560.0 | 3266880.0 | 5896718.4 |  |  | 15251678.4"
2026-07-05 16:59:56,CHI,REMOVED, |  |  |  |  |  |  |  | 0
2026-07-05 16:59:56,CHI,REMOVED,"TEAM SALARY (Art, I §1 (nnn)): |  | 211870417.5 | 98251977.76 | 68444703 | 23239808.16 | 0 | 0 | 401806906.4"
2026-07-05 16:59:56,CHI,ADDED,"TEAM SALARY (Art, I §1 (nnn)): |  | 214839937.5 | 101370537.8 | 71711583 | 29136526.56 | 0 | 0 | 417058584.8"
2026-07-05 16:59:56,CHI,REMOVED,Draft Picks |  | 0 | 0 | 0 | 0 | 0 | 0
2026-07-05 16:59:56,CHI,ADDED,Draft Picks |  | 2969520 | 3118560 | 3266880 | 5896718.4 | 0 | 0
2026-07-05 17:00:57,BKN,REMOVED,"Demin, Egor | 1 - FULL SEASON | 7233720.0 | 7578240.0 | 9639521.0 |  |  |  | 24451481"
2026-07-05 17:00:57,BKN,ADDED,"Brown Jr., Mikel | 1 - FULL SEASON | 8787000.0 | 9226440.0 | 9666000.0 | 12256488.0 |  |  | 39935928"
2026-07-05 17:00:57,BKN,REMOVED,"Brown Jr., Mikel | 1 - FULL SEASON | 8787000.0 | 9226440.0 | 9666000.0 | 12256488.0 |  |  | 39935928"
2026-07-05 17:00:57,BKN,REMOVED,"TEAM SALARY (Art, I §1 (nnn)): |  | 171758294.6 | 75639760 | 52784569 | 12256488 | 0 | 0 | 312439111.6"
2026-07-05 17:00:57,BKN,ADDED, |  |  |  |  |  |  |  | 0
2026-07-05 17:00:57,BKN,ADDED,"TEAM SALARY (Art, I §1 (nnn)): |  | 164524574.6 | 68061520 | 43145048 | 12256488 | 0 | 0 | 287987630.6"
2026-07-05 17:00:57,BKN,REMOVED,Players Under Contract |  | 123958878.5 | 75639760 | 52784569 | 12256488 | 0 | 0 | BOLD = Option Year
2026-07-05 17:00:57,BKN,REMOVED,"Full Season Contracts |  | 123958878.5 | 75639760 | 52784569 | 12256488 | 0 | 0 | *=Projected Exten,,"
2026-07-05 17:00:57,BKN,ADDED,Players Under Contract |  | 116725158.5 | 68061520 | 43145048 | 12256488 | 0 | 0 | BOLD = Option Year
2026-07-05 17:00:57,BKN,ADDED,"Full Season Contracts |  | 116725158.5 | 68061520 | 43145048 | 12256488 | 0 | 0 | *=Projected Exten,,"
2026-07-05 17:00:57,BKN,REMOVED,"Avg, Salary (Mean) (ALL Compensation Obligations) |  |  | Players Under Contract |  | 12"
2026-07-05 17:00:57,BKN,REMOVED,"Avg, Salary (Mean) (No 10-Day K's) |  |  | Avaiable Spots |  | 3"
2026-07-05 17:00:57,BKN,REMOVED,"Avg, Salary (Mean) (No 10-Day K's & ROS) |  |  | Players to Reach Roster Min, |  | 1"
2026-07-05 17:00:57,BKN,ADDED,"Avg, Salary (Mean) (ALL Compensation Obligations) |  |  | Players Under Contract |  | 11"
2026-07-05 17:00:57,BKN,ADDED,"Avg, Salary (Mean) (No 10-Day K's) |  |  | Avaiable Spots |  | 4"
2026-07-05 17:00:57,BKN,ADDED,"Avg, Salary (Mean) (No 10-Day K's & ROS) |  |  | Players to Reach Roster Min, |  | 2"
2026-07-05 17:01:57,LAC,ADDED,"Wagler, Keaton | 1 - FULL SEASON | 9674760.0 | 10158240.0 | 10641960.0 | 13483363.319999998 |  |  | 43958323.32"
2026-07-05 17:01:57,LAC,REMOVED,"Wagler, Keaton | 6 - DRAFT PICK | 9674760.0 | 10158240.0 | 10641960.0 | 13483363.319999998 |  |  | 43958323.32"
2026-07-05 17:01:57,LAC,REMOVED,Players Under Contract |  | 129992231 | 56792405 | 5448356 | 0 | 0 | 0 | BOLD = Option Year
2026-07-05 17:01:57,LAC,REMOVED,"Full Season Contracts |  | 129992231 | 56792405 | 5448356 | 0 | 0 | 0 | *=Projected Exten,,"
2026-07-05 17:01:57,LAC,ADDED,Players Under Contract |  | 139666991 | 66950645 | 16090316 | 13483363.32 | 0 | 0 | BOLD = Option Year
2026-07-05 17:01:57,LAC,ADDED,"Full Season Contracts |  | 139666991 | 66950645 | 16090316 | 13483363.32 | 0 | 0 | *=Projected Exten,,"
2026-07-05 17:01:57,LAC,REMOVED,Draft Picks |  | 9674760 | 10158240 | 10641960 | 13483363.32 | 0 | 0
2026-07-05 17:01:57,LAC,ADDED,Draft Picks |  | 0 | 0 | 0 | 0 | 0 | 0
2026-07-05 17:01:57,LAC,REMOVED,"Avg, Salary (Mean) (ALL Compensation Obligations) |  |  | Players Under Contract |  | 8"
2026-07-05 17:01:57,LAC,REMOVED,"Avg, Salary (Mean) (No 10-Day K's) |  |  | Avaiable Spots |  | 7"
2026-07-05 17:01:57,LAC,REMOVED,"Avg, Salary (Mean) (No 10-Day K's & ROS) |  |  | Players to Reach Roster Min, |  | 5"
2026-07-05 17:01:57,LAC,ADDED,"Avg, Salary (Mean) (ALL Compensation Obligations) |  |  | Players Under Contract |  | 9"
2026-07-05 17:01:57,LAC,ADDED,"Avg, Salary (Mean) (No 10-Day K's) |  |  | Avaiable Spots |  | 6"
2026-07-05 17:01:57,LAC,ADDED,"Avg, Salary (Mean) (No 10-Day K's & ROS) |  |  | Players to Reach Roster Min, |  | 4"
2026-07-05 17:05:57,DAL,ADDED,"Johnson, AJ | 1 - FULL SEASON | 3237120.0 | 5493392.640000001 |  |  |  |  | 8730512.64"
2026-07-05 17:05:57,DAL,ADDED,"Nembhard, Ryan | 1 - FULL SEASON | 2150917.0 |  |  |  |  |  | 2150917"
2026-07-05 17:05:57,DAL,REMOVED,"Johnson Jr., Morez | 6 - DRAFT PICK | 6754800.0 | 7093080.0 | 7430640.0 | 9466635.36 |  |  | 30745155.36"
2026-07-05 17:05:57,DAL,REMOVED,"De Larrea, Sergio | 6 - DRAFT PICK | 3182280.0 | 3341280.0 | 3500880.0 | 6305084.880000001 |  |  | 16329524.88"
2026-07-05 17:05:57,DAL,ADDED,"Johnson Jr., Morez | 1 - FULL SEASON | 6754800.0 | 7093080.0 | 7430640.0 | 9466635.36 |  |  | 30745155.36"
2026-07-05 17:05:57,DAL,ADDED,"De Larrea, Sergio | 1 - FULL SEASON | 3182280.0 | 3341280.0 | 3500880.0 | 6305084.880000001 |  |  | 16329524.88"
2026-07-05 17:05:57,DAL,REMOVED, |  |  |  |  |  |  |  | 0
2026-07-05 17:05:57,DAL,REMOVED, |  |  |  |  |  |  |  | 0
2026-07-05 17:05:57,DAL,REMOVED,"TEAM SALARY (Art, I §1 (nnn)): |  | 243421971.6 | 134517555.8 | 72082739 | 40339896.24 | 0 | 0 | 490362162.7"
2026-07-05 17:05:57,DAL,ADDED,"TEAM SALARY (Art, I §1 (nnn)): |  | 248810008.6 | 140010948.5 | 72082739 | 40339896.24 | 0 | 0 | 501243592.3"
2026-07-05 17:05:57,DAL,REMOVED,Players Under Contract |  | 148888653.1 | 120871979.6 | 61151219 | 24568176 | 0 | 0 | BOLD = Option Year
2026-07-05 17:05:57,DAL,REMOVED,"Full Season Contracts |  | 148888653.1 | 120871979.6 | 61151219 | 24568176 | 0 | 0 | *=Projected Exten,,"
2026-07-05 17:05:57,DAL,ADDED,Players Under Contract |  | 164213770.1 | 136799732.3 | 72082739 | 40339896.24 | 0 | 0 | BOLD = Option Year
2026-07-05 17:05:57,DAL,ADDED,"Full Season Contracts |  | 164213770.1 | 136799732.3 | 72082739 | 40339896.24 | 0 | 0 | *=Projected Exten,,"
2026-07-05 17:05:57,DAL,REMOVED,Draft Picks |  | 9937080 | 10434360 | 10931520 | 15771720.24 | 0 | 0
2026-07-05 17:05:57,DAL,ADDED,Draft Picks |  | 0 | 0 | 0 | 0 | 0 | 0
2026-07-05 17:05:57,DAL,REMOVED,"Avg, Salary (Mean) (ALL Compensation Obligations) |  |  | Players Under Contract |  | 11"
2026-07-05 17:05:57,DAL,REMOVED,"Avg, Salary (Mean) (No 10-Day K's) |  |  | Avaiable Spots |  | 4"
2026-07-05 17:05:57,DAL,REMOVED,"Avg, Salary (Mean) (No 10-Day K's & ROS) |  |  | Players to Reach Roster Min, |  | 2"
2026-07-05 17:05:57,DAL,ADDED,"Avg, Salary (Mean) (ALL Compensation Obligations) |  |  | Players Under Contract |  | 15"
2026-07-05 17:05:57,DAL,ADDED,"Avg, Salary (Mean) (No 10-Day K's) |  |  | Avaiable Spots |  | 0"
2026-07-05 17:05:57,DAL,ADDED,"Avg, Salary (Mean) (No 10-Day K's & ROS) |  |  | Players to Reach Roster Min, |  | 0"
2026-07-05 17:06:57,DAL,ADDED,"Johnson Jr., Morez | 1 - FULL SEASON | 6754800.0 | 7093080.0 | 7430640.0 | 9466635.36 |  |  | 30745155.36"
2026-07-05 17:06:57,DAL,REMOVED,"Nembhard, Ryan | 1 - FULL SEASON | 2150917.0 |  |  |  |  |  | 2150917"
2026-07-05 17:06:57,DAL,REMOVED,"Johnson, AJ | 1 - FULL SEASON | 3237120.0 | 5493392.640000001 |  |  |  |  | 8730512.64"
2026-07-05 17:06:57,DAL,ADDED,"De Larrea, Sergio | 1 - FULL SEASON | 3182280.0 | 3341280.0 | 3500880.0 | 6305084.880000001 |  |  | 16329524.88"
2026-07-05 17:06:57,DAL,REMOVED,"Johnson Jr., Morez | 1 - FULL SEASON | 6754800.0 | 7093080.0 | 7430640.0 | 9466635.36 |  |  | 30745155.36"
2026-07-05 17:06:57,DAL,REMOVED,"De Larrea, Sergio | 1 - FULL SEASON | 3182280.0 | 3341280.0 | 3500880.0 | 6305084.880000001 |  |  | 16329524.88"
2026-07-05 17:06:57,DAL,REMOVED,"TEAM SALARY (Art, I §1 (nnn)): |  | 248810008.6 | 140010948.5 | 72082739 | 40339896.24 | 0 | 0 | 501243592.3"
2026-07-05 17:06:57,DAL,ADDED, |  |  |  |  |  |  |  | 0
2026-07-05 17:06:57,DAL,ADDED, |  |  |  |  |  |  |  | 0
2026-07-05 17:06:57,DAL,ADDED,"TEAM SALARY (Art, I §1 (nnn)): |  | 243421971.6 | 134517555.8 | 72082739 | 40339896.24 | 0 | 0 | 490362162.7"
2026-07-05 17:06:57,DAL,REMOVED,Players Under Contract |  | 164213770.1 | 136799732.3 | 72082739 | 40339896.24 | 0 | 0 | BOLD = Option Year
2026-07-05 17:06:57,DAL,REMOVED,"Full Season Contracts |  | 164213770.1 | 136799732.3 | 72082739 | 40339896.24 | 0 | 0 | *=Projected Exten,,"
2026-07-05 17:06:57,DAL,ADDED,Players Under Contract |  | 158825733.1 | 131306339.6 | 72082739 | 40339896.24 | 0 | 0 | BOLD = Option Year
2026-07-05 17:06:57,DAL,ADDED,"Full Season Contracts |  | 158825733.1 | 131306339.6 | 72082739 | 40339896.24 | 0 | 0 | *=Projected Exten,,"
2026-07-05 17:06:57,DAL,REMOVED,"Avg, Salary (Mean) (ALL Compensation Obligations) |  |  | Players Under Contract |  | 15"
2026-07-05 17:06:57,DAL,REMOVED,"Avg, Salary (Mean) (No 10-Day K's) |  |  | Avaiable Spots |  | 0"
2026-07-05 17:06:57,DAL,ADDED,"Avg, Salary (Mean) (ALL Compensation Obligations) |  |  | Players Under Contract |  | 13"
2026-07-05 17:06:57,DAL,ADDED,"Avg, Salary (Mean) (No 10-Day K's) |  |  | Avaiable Spots |  | 2"
2026-07-05 17:14:57,OKC,ADDED,"Mara, Aday | 1 - FULL SEASON | 5791680.0 | 6081480.0 | 6371160.0 | 8779458.48 |  |  | 27023778.48"
2026-07-05 17:14:57,OKC,ADDED,"McCain, Jared | 1 - FULL SEASON | 4422600.0 | 6784268.4 |  |  |  |  | 11206868.4"
2026-07-05 17:14:57,OKC,REMOVED,"Mara, Aday | 6 - DRAFT PICK | 5791680.0 | 6081480.0 | 6371160.0 | 8779458.48 |  |  | 27023778.48"
2026-07-05 17:14:57,OKC,REMOVED,"Stirtz, Bennett | 6 - DRAFT PICK | 4717320.0 | 4953240.0 | 5189400.0 | 7960539.600000001 |  |  | 22820499.6"
2026-07-05 17:14:57,OKC,ADDED,"Stirtz, Bennett | 1 - FULL SEASON | 4717320.0 | 4953240.0 | 5189400.0 | 7960539.600000001 |  |  | 22820499.6"
2026-07-05 17:14:57,OKC,REMOVED, |  |  |  |  |  |  |  | 0
2026-07-05 17:14:57,OKC,REMOVED,"TEAM SALARY (Art, I §1 (nnn)): |  | 277049426 | 170614737.7 | 145702219 | 119015818.1 | 108874260 | 0 | 821256460.8"
