detected_at,sheet,type,text
2026-07-06 12:51:00,Luxury Tax Calculator,REMOVED,5th Incremental Tax Bracket | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 5522491.75 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 29846250 | 29846250 | 29846250 | 0 | 0 | 20128825.5 | 0 | 0 | 0 | 0
2026-07-06 12:51:00,Luxury Tax Calculator,REMOVED,6th Incremental Tax Bracket | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 32688750 | 8885590.23 | 32688750 | 0 | 0 | 0 | 0 | 0 | 0 | 0
2026-07-06 12:51:00,Luxury Tax Calculator,REMOVED,7th Incremental Tax Bracket | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 13747562.5 | 0 | 35531250 | 0 | 0 | 0 | 0 | 0 | 0 | 0
2026-07-06 12:51:00,Luxury Tax Calculator,REMOVED,8th Incremental Tax Bracket | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 38373750 | 0 | 0 | 0 | 0 | 0 | 0 | 0
2026-07-06 12:51:00,Luxury Tax Calculator,REMOVED,9th Incremental Tax Bracket | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 41216250 | 0 | 0 | 0 | 0 | 0 | 0 | 0
2026-07-06 12:51:00,Luxury Tax Calculator,REMOVED,Tax Liability | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 110694991.8 | 0 | 0 | 0 | 11962322 | 0 | 0 | 0 | 4179835 | 0 | 2536082 | 435790.92 | 18725948 | 135975062.5 | 98424340.23 | 237348750 | 2106829.571 | 6968912.843 | 79821325.5 | 0 | 6476517.675 | 0 | 0
2026-07-06 12:51:00,Luxury Tax Calculator,ADDED,Luxury Tax | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 23501723 | 0 | 0 | 0 | 10706857.6 | 0 | 0 | 0 | 4179835 | 0 | 2536082 | 435790.92 | 13065628 | 36309610 | 29970320.04 | 0 | 702276.5238 | 6712130.274 | 26574062 | 0 | 6318214.14 | 0 | 0
2026-07-06 12:51:00,Luxury Tax Calculator,ADDED,1st Incremental Tax Bracket | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 17055000 | 0 | 0 | 0 | 5685000 | 0 | 0 | 0 | 4179835 | 0 | 2536082 | 435790.92 | 5685000 | 5685000 | 5685000 | 0 | 2106829.571 | 5685000 | 5685000 | 0 | 5685000 | 0 | 0
2026-07-06 12:51:00,Luxury Tax Calculator,ADDED,2nd Incremental Tax Bracket | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 18476250 | 0 | 0 | 0 | 6277322 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7106250 | 7106250 | 7106250 | 0 | 0 | 1283912.843 | 7106250 | 0 | 791517.675 | 0 | 0
2026-07-06 12:51:00,Luxury Tax Calculator,ADDED,3rd Incremental Tax Bracket | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 31267500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 5934698 | 19897500 | 19897500 | 0 | 0 | 0 | 19897500 | 0 | 0 | 0 | 0
2026-07-06 12:51:00,Luxury Tax Calculator,ADDED,4th Incremental Tax Bracket | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 38373750 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 27003750 | 27003750 | 0 | 0 | 0 | 27003750 | 0 | 0 | 0 | 0
2026-07-06 12:51:00,Luxury Tax Calculator,ADDED,5th Incremental Tax Bracket | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 5522491.75 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 29846250 | 29846250 | 0 | 0 | 0 | 20128825.5 | 0 | 0 | 0 | 0
2026-07-06 12:51:00,Luxury Tax Calculator,ADDED,6th Incremental Tax Bracket | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 32688750 | 8885590.23 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
2026-07-06 12:51:00,Luxury Tax Calculator,ADDED,7th Incremental Tax Bracket | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 13747562.5 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
2026-07-06 12:51:00,Luxury Tax Calculator,ADDED,8th Incremental Tax Bracket | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
2026-07-06 12:51:00,Luxury Tax Calculator,ADDED,9th Incremental Tax Bracket | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
2026-07-06 12:51:00,Luxury Tax Calculator,ADDED,Tax Liability | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 110694991.8 | 0 | 0 | 0 | 11962322 | 0 | 0 | 0 | 4179835 | 0 | 2536082 | 435790.92 | 18725948 | 135975062.5 | 98424340.23 | 0 | 2106829.571 | 6968912.843 | 79821325.5 | 0 | 6476517.675 | 0 | 0
2026-07-06 12:53:58,CHI,REMOVED,"Simons, Anfernee | 4 - CAP HOLD | 41517856.5 |  |  |  |  |  | 41517856.5"
2026-07-06 12:53:58,CHI,ADDED,"Jefferson, Joshua | 6 - DRAFT PICK | 2969520.0 | 3118560.0 | 3266880.0 | 5896718.4 |  |  | 15251678.4"
2026-07-06 12:53:58,CHI,REMOVED, |  |  |  |  |  |  |  | 0
2026-07-06 12:53:58,CHI,REMOVED, |  |  |  |  |  |  |  | 0
2026-07-06 12:53:58,CHI,REMOVED,"Jefferson, Joshua | 6 - DRAFT PICK | 2969520.0 | 3118560.0 | 3266880.0 | 5896718.4 |  |  | 15251678.4"
2026-07-06 12:53:58,CHI,REMOVED,"TEAM SALARY (Art, I §1 (nnn)): |  | 214839937.5 | 101370537.8 | 71711583 | 29136526.56 | 0 | 0 | 417058584.8"
2026-07-06 12:53:58,CHI,ADDED, |  |  |  |  |  |  |  | 0
2026-07-06 12:53:58,CHI,ADDED, |  |  |  |  |  |  |  | 0
2026-07-06 12:53:58,CHI,ADDED, |  |  |  |  |  |  |  | 0
2026-07-06 12:53:58,CHI,ADDED,"TEAM SALARY (Art, I §1 (nnn)): |  | 173322081 | 101370537.8 | 71711583 | 29136526.56 | 0 | 0 | 375540728.3"
2026-07-06 12:53:58,CHI,REMOVED,Cap Holds |  | 91279198.5 | 0 | 0 | 0 | 0 | 0
2026-07-06 12:53:58,CHI,ADDED,Cap Holds |  | 49761342 | 0 | 0 | 0 | 0 | 0
2026-07-06 12:53:58,CHI,REMOVED, |  |  | Cap Holds |  | 6
2026-07-06 12:53:58,CHI,ADDED, |  |  | Cap Holds |  | 5
2026-07-06 12:53:58,CLE,REMOVED,"Wade, Dean | 4 - CAP HOLD | 12584566.399999999 |  |  |  |  |  | 12584566.4"
2026-07-06 12:53:58,CLE,REMOVED,"TEAM SALARY (Art, I §1 (nnn)): |  | 262899800.7 | 173689767.5 | 105956601 | 64158364 | 0 | 0 | 606704533.2"
2026-07-06 12:53:58,CLE,ADDED, |  |  |  |  |  |  |  | 0
2026-07-06 12:53:58,CLE,ADDED,"TEAM SALARY (Art, I §1 (nnn)): |  | 250315234.3 | 173689767.5 | 105956601 | 64158364 | 0 | 0 | 594119966.8"
2026-07-06 12:53:58,CLE,REMOVED,Cap Holds |  | 81648587 | 0 | 0 | 0 | 0 | 0
2026-07-06 12:53:58,CLE,ADDED,Cap Holds |  | 69064020.6 | 0 | 0 | 0 | 0 | 0
2026-07-06 12:53:58,CLE,REMOVED, |  |  | Cap Holds |  | 11
2026-07-06 12:53:58,CLE,ADDED, |  |  | Cap Holds |  | 10
2026-07-06 12:54:57,PHL,ADDED,"Simons, Anfernee | 1 - FULL SEASON | 6000000.0 | 6300000.0 |  |  |  |  | 12300000"
2026-07-06 12:54:57,PHL,REMOVED, |  |  |  |  |  |  |  | 0
2026-07-06 12:54:57,PHL,REMOVED,"TEAM SALARY (Art, I §1 (nnn)): |  | 237948855.4 | 191505956.5 | 201405126.7 | 6508870.2 | 0 | 0 | 637368808.8"
2026-07-06 12:54:57,PHL,ADDED,"TEAM SALARY (Art, I §1 (nnn)): |  | 243948855.4 | 197805956.5 | 201405126.7 | 6508870.2 | 0 | 0 | 649668808.8"
2026-07-06 12:54:57,PHL,REMOVED,Players Under Contract |  | 187195978.3 | 191505956.5 | 201405126.7 | 6508870.2 | 0 | 0 | BOLD = Option Year
2026-07-06 12:54:57,PHL,REMOVED,"Full Season Contracts |  | 187195978.3 | 191505956.5 | 201405126.7 | 6508870.2 | 0 | 0 | *=Projected Exten,,"
2026-07-06 12:54:57,PHL,ADDED,Players Under Contract |  | 193195978.3 | 197805956.5 | 201405126.7 | 6508870.2 | 0 | 0 | BOLD = Option Year
2026-07-06 12:54:57,PHL,ADDED,"Full Season Contracts |  | 193195978.3 | 197805956.5 | 201405126.7 | 6508870.2 | 0 | 0 | *=Projected Exten,,"
2026-07-06 12:54:57,PHL,REMOVED,"Avg, Salary (Mean) (ALL Compensation Obligations) |  |  | Players Under Contract |  | 11"
2026-07-06 12:54:57,PHL,REMOVED,"Avg, Salary (Mean) (No 10-Day K's) |  |  | Avaiable Spots |  | 4"
2026-07-06 12:54:57,PHL,REMOVED,"Avg, Salary (Mean) (No 10-Day K's & ROS) |  |  | Players to Reach Roster Min, |  | 2"
2026-07-06 12:54:57,PHL,ADDED,"Avg, Salary (Mean) (ALL Compensation Obligations) |  |  | Players Under Contract |  | 12"
2026-07-06 12:54:57,PHL,ADDED,"Avg, Salary (Mean) (No 10-Day K's) |  |  | Avaiable Spots |  | 3"
2026-07-06 12:54:57,PHL,ADDED,"Avg, Salary (Mean) (No 10-Day K's & ROS) |  |  | Players to Reach Roster Min, |  | 1"
2026-07-06 12:54:57,Luxury Tax Calculator,REMOVED,Luxury Tax | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 23501723 | 0 | 0 | 0 | 10706857.6 | 0 | 0 | 0 | 4179835 | 0 | 2536082 | 435790.92 | 13065628 | 36309610 | 29970320.04 | 0 | 702276.5238 | 6712130.274 | 26574062 | 0 | 6318214.14 | 0 | 0
2026-07-06 12:54:57,Luxury Tax Calculator,REMOVED,1st Incremental Tax Bracket | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 17055000 | 0 | 0 | 0 | 5685000 | 0 | 0 | 0 | 4179835 | 0 | 2536082 | 435790.92 | 5685000 | 5685000 | 5685000 | 0 | 2106829.571 | 5685000 | 5685000 | 0 | 5685000 | 0 | 0
2026-07-06 12:54:57,Luxury Tax Calculator,ADDED,Luxury Tax | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 23501723 | 0 | 0 | 0 | 10706857.6 | 0 | 0 | 0 | 4179835 | 0 | 2536082 | 435790.92 | 13065628 | 36309610 | 29970320.04 | 5300978.3 | 702276.5238 | 6712130.274 | 26574062 | 0 | 6318214.14 | 0 | 0
2026-07-06 12:54:57,Luxury Tax Calculator,ADDED,1st Incremental Tax Bracket | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 17055000 | 0 | 0 | 0 | 5685000 | 0 | 0 | 0 | 4179835 | 0 | 2536082 | 435790.92 | 5685000 | 5685000 | 5685000 | 5300978.3 | 2106829.571 | 5685000 | 5685000 | 0 | 5685000 | 0 | 0
2026-07-06 12:54:57,Luxury Tax Calculator,REMOVED,Tax Liability | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 110694991.8 | 0 | 0 | 0 | 11962322 | 0 | 0 | 0 | 4179835 | 0 | 2536082 | 435790.92 | 18725948 | 135975062.5 | 98424340.23 | 0 | 2106829.571 | 6968912.843 | 79821325.5 | 0 | 6476517.675 | 0 | 0
2026-07-06 12:54:57,Luxury Tax Calculator,ADDED,Tax Liability | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 110694991.8 | 0 | 0 | 0 | 11962322 | 0 | 0 | 0 | 4179835 | 0 | 2536082 | 435790.92 | 18725948 | 135975062.5 | 98424340.23 | 5300978.3 | 2106829.571 | 6968912.843 | 79821325.5 | 0 | 6476517.675 | 0 | 0
2026-07-06 13:01:57,PHL,ADDED,"Wade, Dean | 1 - FULL SEASON | 9000000.0 | 9450000.0 | 9900000.0 |  |  |  | 28350000"
2026-07-06 13:01:57,PHL,REMOVED, |  |  |  |  |  |  |  | 0
2026-07-06 13:01:57,PHL,REMOVED,"TEAM SALARY (Art, I §1 (nnn)): |  | 243948855.4 | 197805956.5 | 201405126.7 | 6508870.2 | 0 | 0 | 649668808.8"
2026-07-06 13:01:57,PHL,ADDED,"TEAM SALARY (Art, I §1 (nnn)): |  | 252948855.4 | 207255956.5 | 211305126.7 | 6508870.2 | 0 | 0 | 678018808.8"
2026-07-06 13:01:57,PHL,REMOVED,Players Under Contract |  | 193195978.3 | 197805956.5 | 201405126.7 | 6508870.2 | 0 | 0 | BOLD = Option Year
2026-07-06 13:01:57,PHL,REMOVED,"Full Season Contracts |  | 193195978.3 | 197805956.5 | 201405126.7 | 6508870.2 | 0 | 0 | *=Projected Exten,,"
2026-07-06 13:01:57,PHL,ADDED,Players Under Contract |  | 202195978.3 | 207255956.5 | 211305126.7 | 6508870.2 | 0 | 0 | BOLD = Option Year
2026-07-06 13:01:57,PHL,ADDED,"Full Season Contracts |  | 202195978.3 | 207255956.5 | 211305126.7 | 6508870.2 | 0 | 0 | *=Projected Exten,,"
2026-07-06 13:01:57,PHL,REMOVED,"Avg, Salary (Mean) (ALL Compensation Obligations) |  |  | Players Under Contract |  | 12"
2026-07-06 13:01:57,PHL,REMOVED,"Avg, Salary (Mean) (No 10-Day K's) |  |  | Avaiable Spots |  | 3"
2026-07-06 13:01:57,PHL,REMOVED,"Avg, Salary (Mean) (No 10-Day K's & ROS) |  |  | Players to Reach Roster Min, |  | 1"
2026-07-06 13:01:57,PHL,ADDED,"Avg, Salary (Mean) (ALL Compensation Obligations) |  |  | Players Under Contract |  | 13"
2026-07-06 13:01:57,PHL,ADDED,"Avg, Salary (Mean) (No 10-Day K's) |  |  | Avaiable Spots |  | 2"
2026-07-06 13:01:57,PHL,ADDED,"Avg, Salary (Mean) (No 10-Day K's & ROS) |  |  | Players to Reach Roster Min, |  | 0"
2026-07-06 13:01:57,Luxury Tax Calculator,REMOVED,Luxury Tax | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 23501723 | 0 | 0 | 0 | 10706857.6 | 0 | 0 | 0 | 4179835 | 0 | 2536082 | 435790.92 | 13065628 | 36309610 | 29970320.04 | 5300978.3 | 702276.5238 | 6712130.274 | 26574062 | 0 | 6318214.14 | 0 | 0
2026-07-06 13:01:57,Luxury Tax Calculator,REMOVED,1st Incremental Tax Bracket | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 17055000 | 0 | 0 | 0 | 5685000 | 0 | 0 | 0 | 4179835 | 0 | 2536082 | 435790.92 | 5685000 | 5685000 | 5685000 | 5300978.3 | 2106829.571 | 5685000 | 5685000 | 0 | 5685000 | 0 | 0
2026-07-06 13:01:57,Luxury Tax Calculator,REMOVED,2nd Incremental Tax Bracket | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 18476250 | 0 | 0 | 0 | 6277322 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7106250 | 7106250 | 7106250 | 0 | 0 | 1283912.843 | 7106250 | 0 | 791517.675 | 0 | 0
2026-07-06 13:01:57,Luxury Tax Calculator,REMOVED,3rd Incremental Tax Bracket | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 31267500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 5934698 | 19897500 | 19897500 | 0 | 0 | 0 | 19897500 | 0 | 0 | 0 | 0
2026-07-06 13:01:57,Luxury Tax Calculator,ADDED,Luxury Tax | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 23501723 | 0 | 0 | 0 | 10706857.6 | 0 | 0 | 0 | 4179835 | 0 | 2536082 | 435790.92 | 13065628 | 36309610 | 29970320.04 | 14300978.3 | 702276.5238 | 6712130.274 | 26574062 | 0 | 6318214.14 | 0 | 0
2026-07-06 13:01:57,Luxury Tax Calculator,ADDED,1st Incremental Tax Bracket | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 17055000 | 0 | 0 | 0 | 5685000 | 0 | 0 | 0 | 4179835 | 0 | 2536082 | 435790.92 | 5685000 | 5685000 | 5685000 | 5685000 | 2106829.571 | 5685000 | 5685000 | 0 | 5685000 | 0 | 0
2026-07-06 13:01:57,Luxury Tax Calculator,ADDED,2nd Incremental Tax Bracket | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 18476250 | 0 | 0 | 0 | 6277322 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7106250 | 7106250 | 7106250 | 7106250 | 0 | 1283912.843 | 7106250 | 0 | 791517.675 | 0 | 0
2026-07-06 13:01:57,Luxury Tax Calculator,ADDED,3rd Incremental Tax Bracket | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 31267500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 5934698 | 19897500 | 19897500 | 10258424.05 | 0 | 0 | 19897500 | 0 | 0 | 0 | 0
2026-07-06 13:01:57,Luxury Tax Calculator,REMOVED,Tax Liability | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 110694991.8 | 0 | 0 | 0 | 11962322 | 0 | 0 | 0 | 4179835 | 0 | 2536082 | 435790.92 | 18725948 | 135975062.5 | 98424340.23 | 5300978.3 | 2106829.571 | 6968912.843 | 79821325.5 | 0 | 6476517.675 | 0 | 0
2026-07-06 13:01:57,Luxury Tax Calculator,ADDED,Tax Liability | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 110694991.8 | 0 | 0 | 0 | 11962322 | 0 | 0 | 0 | 4179835 | 0 | 2536082 | 435790.92 | 18725948 | 135975062.5 | 98424340.23 | 23049674.05 | 2106829.571 | 6968912.843 | 79821325.5 | 0 | 6476517.675 | 0 | 0
2026-07-06 13:02:57,PHL,ADDED,"Wade, Dean | 1 - FULL SEASON | 9000000.0 | 9450000.0 | 9900000.0 | 10350000.0 |  |  | 38700000"
2026-07-06 13:02:57,PHL,REMOVED,"Wade, Dean | 1 - FULL SEASON | 9000000.0 | 9450000.0 | 9900000.0 |  |  |  | 28350000"
2026-07-06 13:02:57,PHL,REMOVED,"TEAM SALARY (Art, I §1 (nnn)): |  | 252948855.4 | 207255956.5 | 211305126.7 | 6508870.2 | 0 | 0 | 678018808.8"
2026-07-06 13:02:57,PHL,ADDED,"TEAM SALARY (Art, I §1 (nnn)): |  | 252948855.4 | 207255956.5 | 211305126.7 | 16858870.2 | 0 | 0 | 688368808.8"
2026-07-06 13:02:57,PHL,REMOVED,Players Under Contract |  | 202195978.3 | 207255956.5 | 211305126.7 | 6508870.2 | 0 | 0 | BOLD = Option Year
2026-07-06 13:02:57,PHL,REMOVED,"Full Season Contracts |  | 202195978.3 | 207255956.5 | 211305126.7 | 6508870.2 | 0 | 0 | *=Projected Exten,,"
2026-07-06 13:02:57,PHL,ADDED,Players Under Contract |  | 202195978.3 | 207255956.5 | 211305126.7 | 16858870.2 | 0 | 0 | BOLD = Option Year
2026-07-06 13:02:57,PHL,ADDED,"Full Season Contracts |  | 202195978.3 | 207255956.5 | 211305126.7 | 16858870.2 | 0 | 0 | *=Projected Exten,,"
2026-07-06 13:19:01,BKN,ADDED,"Powell, Drake | 1 - FULL SEASON | 3540600.0 | 3709320.0 | 6101831.0 |  |  |  | 13351751"
2026-07-06 13:19:01,BKN,REMOVED,"Minott, Josh | 4 - CAP HOLD | 2449421.0 |  |  |  |  |  | 2449421"
2026-07-06 13:19:01,BKN,ADDED,"Minott, Josh | 1 - FULL SEASON | 4500000.0 | 4500000.0 |  |  |  |  | 9000000"
2026-07-06 13:19:01,BKN,REMOVED, |  |  |  |  |  |  |  | 0
2026-07-06 13:19:01,BKN,REMOVED,"TEAM SALARY (Art, I §1 (nnn)): |  | 164524574.6 | 68061520 | 43145048 | 12256488 | 0 | 0 | 287987630.6"
2026-07-06 13:19:01,BKN,ADDED,"TEAM SALARY (Art, I §1 (nnn)): |  | 170115753.6 | 76270840 | 49246879 | 12256488 | 0 | 0 | 307889960.6"
2026-07-06 13:19:01,BKN,REMOVED,Players Under Contract |  | 116725158.5 | 68061520 | 43145048 | 12256488 | 0 | 0 | BOLD = Option Year
2026-07-06 13:19:01,BKN,REMOVED,"Full Season Contracts |  | 116725158.5 | 68061520 | 43145048 | 12256488 | 0 | 0 | *=Projected Exten,,"
2026-07-06 13:19:01,BKN,ADDED,Players Under Contract |  | 124765758.5 | 76270840 | 49246879 | 12256488 | 0 | 0 | BOLD = Option Year
2026-07-06 13:19:01,BKN,ADDED,"Full Season Contracts |  | 124765758.5 | 76270840 | 49246879 | 12256488 | 0 | 0 | *=Projected Exten,,"
2026-07-06 13:19:01,BKN,REMOVED,Cap Holds |  | 47799416.04 | 0 | 0 | 0 | 0 | 0
2026-07-06 13:19:01,BKN,ADDED,Cap Holds |  | 45349995.04 | 0 | 0 | 0 | 0 | 0
2026-07-06 13:19:01,BKN,REMOVED,"Avg, Salary (Mean) (ALL Compensation Obligations) |  |  | Players Under Contract |  | 11"
2026-07-06 13:19:01,BKN,REMOVED,"Avg, Salary (Mean) (No 10-Day K's) |  |  | Avaiable Spots |  | 4"
2026-07-06 13:19:01,BKN,REMOVED,"Avg, Salary (Mean) (No 10-Day K's & ROS) |  |  | Players to Reach Roster Min, |  | 2"
2026-07-06 13:19:01,BKN,REMOVED, |  |  | Cap Holds |  | 5
2026-07-06 13:19:01,BKN,ADDED,"Avg, Salary (Mean) (ALL Compensation Obligations) |  |  | Players Under Contract |  | 13"
2026-07-06 13:19:01,BKN,ADDED,"Avg, Salary (Mean) (No 10-Day K's) |  |  | Avaiable Spots |  | 2"
2026-07-06 13:19:01,BKN,ADDED,"Avg, Salary (Mean) (No 10-Day K's & ROS) |  |  | Players to Reach Roster Min, |  | 0"
2026-07-06 13:19:01,BKN,ADDED, |  |  | Cap Holds |  | 4
2026-07-06 13:19:58,BKN,REMOVED,"Powell, Drake | 1 - FULL SEASON | 3540600.0 | 3709320.0 | 6101831.0 |  |  |  | 13351751"
2026-07-06 13:19:58,BKN,ADDED,"Minott, Josh | 1 - FULL SEASON | 4500000.0 | 4500000.0 |  |  |  |  | 9000000"
2026-07-06 13:19:58,BKN,REMOVED,"Minott, Josh | 1 - FULL SEASON | 4500000.0 | 4500000.0 |  |  |  |  | 9000000"
2026-07-06 13:19:58,BKN,REMOVED,"TEAM SALARY (Art, I §1 (nnn)): |  | 170115753.6 | 76270840 | 49246879 | 12256488 | 0 | 0 | 307889960.6"
2026-07-06 13:19:58,BKN,ADDED, |  |  |  |  |  |  |  | 0
2026-07-06 13:19:58,BKN,ADDED,"TEAM SALARY (Art, I §1 (nnn)): |  | 166575153.6 | 72561520 | 43145048 | 12256488 | 0 | 0 | 294538209.6"
2026-07-06 13:19:58,BKN,REMOVED,Players Under Contract |  | 124765758.5 | 76270840 | 49246879 | 12256488 | 0 | 0 | BOLD = Option Year
2026-07-06 13:19:58,BKN,REMOVED,"Full Season Contracts |  | 124765758.5 | 76270840 | 49246879 | 12256488 | 0 | 0 | *=Projected Exten,,"
2026-07-06 13:19:58,BKN,ADDED,Players Under Contract |  | 121225158.5 | 72561520 | 43145048 | 12256488 | 0 | 0 | BOLD = Option Year
2026-07-06 13:19:58,BKN,ADDED,"Full Season Contracts |  | 121225158.5 | 72561520 | 43145048 | 12256488 | 0 | 0 | *=Projected Exten,,"
2026-07-06 13:19:58,BKN,REMOVED,"Avg, Salary (Mean) (ALL Compensation Obligations) |  |  | Players Under Contract |  | 13"
2026-07-06 13:19:58,BKN,REMOVED,"Avg, Salary (Mean) (No 10-Day K's) |  |  | Avaiable Spots |  | 2"
2026-07-06 13:19:58,BKN,REMOVED,"Avg, Salary (Mean) (No 10-Day K's & ROS) |  |  | Players to Reach Roster Min, |  | 0"
2026-07-06 13:19:58,BKN,ADDED,"Avg, Salary (Mean) (ALL Compensation Obligations) |  |  | Players Under Contract |  | 12"
2026-07-06 13:19:58,BKN,ADDED,"Avg, Salary (Mean) (No 10-Day K's) |  |  | Avaiable Spots |  | 3"
2026-07-06 13:19:58,BKN,ADDED,"Avg, Salary (Mean) (No 10-Day K's & ROS) |  |  | Players to Reach Roster Min, |  | 1"
2026-07-06 13:22:58,BKN,ADDED,"Sharpe, Day'Ron | 1 - FULL SEASON | 10000000.0 | 10000000.0 |  |  |  |  | 20000000"
2026-07-06 13:22:58,BKN,REMOVED,"Sharpe, Day'Ron | 4 - CAP HOLD | 11875000.0 |  |  |  |  |  | 11875000"
2026-07-06 13:22:58,BKN,ADDED,"Sharpe, Day'Ron | 1 - FULL SEASON | 10000000.0 | 10000000.0 |  |  |  |  | 20000000"
2026-07-06 13:22:58,BKN,REMOVED, |  |  |  |  |  |  |  | 0
2026-07-06 13:22:58,BKN,REMOVED,"TEAM SALARY (Art, I §1 (nnn)): |  | 166575153.6 | 72561520 | 43145048 | 12256488 | 0 | 0 | 294538209.6"
2026-07-06 13:22:58,BKN,ADDED,"TEAM SALARY (Art, I §1 (nnn)): |  | 174700153.6 | 92561520 | 43145048 | 12256488 | 0 | 0 | 322663209.6"
2026-07-06 13:22:58,BKN,REMOVED,Players Under Contract |  | 121225158.5 | 72561520 | 43145048 | 12256488 | 0 | 0 | BOLD = Option Year
2026-07-06 13:22:58,BKN,REMOVED,"Full Season Contracts |  | 121225158.5 | 72561520 | 43145048 | 12256488 | 0 | 0 | *=Projected Exten,,"
2026-07-06 13:22:58,BKN,ADDED,Players Under Contract |  | 141225158.5 | 92561520 | 43145048 | 12256488 | 0 | 0 | BOLD = Option Year
2026-07-06 13:22:58,BKN,ADDED,"Full Season Contracts |  | 141225158.5 | 92561520 | 43145048 | 12256488 | 0 | 0 | *=Projected Exten,,"
2026-07-06 13:22:58,BKN,REMOVED,Cap Holds |  | 45349995.04 | 0 | 0 | 0 | 0 | 0
2026-07-06 13:22:58,BKN,ADDED,Cap Holds |  | 33474995.04 | 0 | 0 | 0 | 0 | 0
2026-07-06 13:22:58,BKN,REMOVED,"Avg, Salary (Mean) (ALL Compensation Obligations) |  |  | Players Under Contract |  | 12"
2026-07-06 13:22:58,BKN,REMOVED,"Avg, Salary (Mean) (No 10-Day K's) |  |  | Avaiable Spots |  | 3"
2026-07-06 13:22:58,BKN,REMOVED,"Avg, Salary (Mean) (No 10-Day K's & ROS) |  |  | Players to Reach Roster Min, |  | 1"
2026-07-06 13:22:58,BKN,REMOVED, |  |  | Cap Holds |  | 4
2026-07-06 13:22:58,BKN,ADDED,"Avg, Salary (Mean) (ALL Compensation Obligations) |  |  | Players Under Contract |  | 14"
