detected_at,type,id,name,field,old,new
2026-07-10 13:42:55,CHANGED,1626162,Kelly Oubre Jr.,number,9,10
2026-07-10 13:42:55,CHANGED,1629675,Naz Reid,team,MIN,CHA
2026-07-10 14:43:54,ADDED,203935,Marcus Smart,team,,HOU
2026-07-10 14:43:54,ADDED,1630695,Micah Potter,team,,POR
2026-07-10 14:43:54,REMOVED,1641869,Malachi Smith,team,BKN,
2026-07-10 18:41:54,CHANGED,1626181,Norman Powell,team,MIA,CHI
2026-07-11 09:34:55,ADDED,1626168,Trey Lyles,team,,MIN
2026-07-12 12:47:55,ADDED,1629012,Collin Sexton,team,,LAL
2026-07-12 13:59:54,CHANGED,203992,Bogdan Bogdanovic,name,Bogdan Bogdanović,Bogdan Bogdanovic
2026-07-12 14:39:54,CHANGED,1631117,Walker Kessler,number,24,14
2026-07-12 14:39:54,CHANGED,1631170,Jaime Jaquez Jr.,number,11,24
2026-07-12 14:39:54,CHANGED,203083,Andre Drummond,number,1,0
2026-07-12 14:39:54,CHANGED,1629011,Mitchell Robinson,number,23,4
2026-07-12 14:39:54,CHANGED,1642276,Kel'el Ware,number,7,9
2026-07-12 14:39:54,CHANGED,203992,Bogdan Bogdanović,name,Bogdan Bogdanovic,Bogdan Bogdanović
2026-07-12 14:39:54,CHANGED,203992,Bogdan Bogdanović,number,7,31
2026-07-12 14:39:54,CHANGED,201144,Mike Conley,number,10,44
2026-07-12 14:39:54,CHANGED,1629639,Tyler Herro,number,14,11
2026-07-12 14:40:54,CHANGED,203083,Andre Drummond,number,0,1
2026-07-12 14:40:54,CHANGED,1631170,Jaime Jaquez Jr.,number,24,11
2026-07-12 14:40:54,CHANGED,1629639,Tyler Herro,number,11,14
2026-07-12 14:40:54,CHANGED,1629011,Mitchell Robinson,number,4,23
2026-07-12 14:40:54,CHANGED,1642276,Kel'el Ware,number,9,7
2026-07-12 14:40:54,CHANGED,1631117,Walker Kessler,number,14,24
2026-07-12 14:40:54,CHANGED,203992,Bogdan Bogdanovic,name,Bogdan Bogdanović,Bogdan Bogdanovic
2026-07-12 14:40:54,CHANGED,203992,Bogdan Bogdanovic,number,31,7
2026-07-12 14:40:54,CHANGED,201144,Mike Conley,number,44,10
2026-07-12 14:41:55,CHANGED,201144,Mike Conley,number,10,44
2026-07-12 14:41:55,CHANGED,1631117,Walker Kessler,number,24,14
2026-07-12 14:41:55,CHANGED,1631170,Jaime Jaquez Jr.,number,11,24
2026-07-12 14:41:55,CHANGED,1629639,Tyler Herro,number,14,11
2026-07-12 14:41:55,CHANGED,203992,Bogdan Bogdanović,name,Bogdan Bogdanovic,Bogdan Bogdanović
2026-07-12 14:41:55,CHANGED,203992,Bogdan Bogdanović,number,7,31
2026-07-12 14:41:55,CHANGED,1629011,Mitchell Robinson,number,23,4
2026-07-12 14:41:55,CHANGED,203083,Andre Drummond,number,1,0
2026-07-12 14:41:55,CHANGED,1642276,Kel'el Ware,number,7,9
2026-07-13 09:50:54,CHANGED,1626172,Kevon Looney,team,NOP,LAL
2026-07-13 15:42:55,CHANGED,1628960,Grayson Allen,team,PHX,CHA
2026-07-13 15:42:55,CHANGED,1626220,Royce O'Neale,team,PHX,CHA
2026-07-13 15:42:55,CHANGED,1628970,Miles Bridges,team,CHA,PHX
2026-07-13 18:35:54,CHANGED,1629162,Jordan McLaughlin,school,Southern California,USC
2026-07-13 18:45:55,CHANGED,1629162,Jordan McLaughlin,school,USC,Southern California
2026-07-14 12:50:54,ADDED,1628379,Luke Kennard,team,,PHX
2026-07-14 16:49:54,ADDED,1642870,Milos Uzan,team,,BOS
2026-07-14 16:49:54,ADDED,1643620,Tucker DeVries,team,,BOS
2026-07-15 11:49:54,CHANGED,1631457,Alex Morales,number,,30
2026-07-15 11:49:54,CHANGED,1631204,Marcus Sasser,number,25,8
2026-07-15 11:49:54,CHANGED,1643593,Izaiyah Nelson,number,,25
2026-07-15 11:49:54,CHANGED,1629651,Nic Claxton,number,33,9
2026-07-15 18:02:55,ADDED,1643813,Alpha Diallo,team,,DEN
2026-07-15 18:02:55,CHANGED,1628963,Marvin Bagley III,team,DAL,DEN
2026-07-16 14:49:41,REMOVED,202066,Garrett Temple,team,TOR,
2026-07-16 14:49:54,ADDED,202066,Garrett Temple,team,,TOR
2026-07-16 14:50:41,REMOVED,202066,Garrett Temple,team,TOR,
2026-07-16 14:50:54,ADDED,202066,Garrett Temple,team,,TOR
2026-07-16 14:51:41,REMOVED,202066,Garrett Temple,team,TOR,
2026-07-16 16:51:41,CHANGED,1643538,Joshua Jefferson,number,,9
2026-07-16 16:52:42,CHANGED,1643538,Joshua Jefferson,number,9,
2026-07-16 16:52:55,CHANGED,1643538,Joshua Jefferson,number,,9
2026-07-18 11:49:54,REMOVED,1630619,Moussa Cisse,team,DAL,
2026-07-19 14:52:54,CHANGED,1642258,Zaccharie Risacher,team,ATL,DAL
2026-07-19 14:52:54,CHANGED,1642948,Ryan Nembhard,team,DAL,ATL
2026-07-19 14:52:54,CHANGED,1629652,Luguentz Dort,team,OKC,ATL
2026-07-19 17:53:54,ADDED,1630619,Moussa Cisse,team,,DAL
2026-07-19 17:53:54,ADDED,1630533,Ziaire Williams,team,,LAL
2026-07-20 10:33:54,CHANGED,1642349,Ajay Mitchell,school,California-Santa Barbara,Cal-Santa Barbara
2026-07-20 10:52:54,CHANGED,204001,Kristaps Porzingis,name,Kristaps Porziņģis,Kristaps Porzingis
2026-07-20 10:59:54,CHANGED,1642349,Ajay Mitchell,school,Cal-Santa Barbara,California-Santa Barbara
2026-07-20 10:59:54,CHANGED,204001,Kristaps Porziņģis,name,Kristaps Porzingis,Kristaps Porziņģis
2026-07-20 11:00:55,CHANGED,204001,Kristaps Porzingis,name,Kristaps Porziņģis,Kristaps Porzingis
2026-07-20 11:00:55,CHANGED,1642349,Ajay Mitchell,school,California-Santa Barbara,Cal-Santa Barbara
2026-07-20 11:01:54,CHANGED,204001,Kristaps Porziņģis,name,Kristaps Porzingis,Kristaps Porziņģis
2026-07-20 11:01:54,CHANGED,1642349,Ajay Mitchell,school,Cal-Santa Barbara,California-Santa Barbara
2026-07-20 13:53:54,CHANGED,1630583,Santi Aldama,school,Loyola-Maryland,"Loyola College, MD"
2026-07-20 13:57:54,CHANGED,1630583,Santi Aldama,number,7,34
2026-07-20 13:57:54,CHANGED,1630583,Santi Aldama,school,"Loyola College, MD",Loyola-Maryland
2026-07-20 14:57:32,REMOVED,1643007,Taelon Peter,team,IND,
2026-07-20 14:57:32,REMOVED,1641890,Tyler Smith,team,DAL,
2026-07-20 20:00:54,CHANGED,1641724,Jett Howard,team,ORL,DAL
2026-07-21 09:52:54,CHANGED,202696,Nikola Vucevic,name,Nikola Vučević,Nikola Vucevic
2026-07-21 09:52:54,CHANGED,202696,Nikola Vucevic,school,Southern California,USC
2026-07-21 09:57:54,CHANGED,202696,Nikola Vučević,name,Nikola Vucevic,Nikola Vučević
2026-07-21 09:57:54,CHANGED,202696,Nikola Vučević,number,4,9
2026-07-21 09:57:54,CHANGED,202696,Nikola Vučević,school,USC,Southern California
2026-07-21 09:59:54,CHANGED,202696,Nikola Vucevic,name,Nikola Vučević,Nikola Vucevic
2026-07-21 09:59:54,CHANGED,202696,Nikola Vucevic,number,9,4
2026-07-21 09:59:54,CHANGED,202696,Nikola Vucevic,school,Southern California,USC
2026-07-21 10:00:54,CHANGED,202696,Nikola Vučević,name,Nikola Vucevic,Nikola Vučević
2026-07-21 10:00:54,CHANGED,202696,Nikola Vučević,number,4,9
2026-07-21 10:00:54,CHANGED,202696,Nikola Vučević,school,USC,Southern California
2026-07-22 09:19:41,ADDED,1641751,Arthur Kaluma,team,,LAL
2026-07-22 09:19:41,REMOVED,1643614,Peter Suder,team,LAL,
2026-07-22 12:03:56,CHANGED,1630592,Jalen Wilson,team,BKN,ATL
2026-07-23 12:40:54,ADDED,201942,DeMar DeRozan,team,,
2026-07-23 12:40:54,ADDED,2544,LeBron James,team,,
2026-07-23 12:42:54,REMOVED,201942,DeMar DeRozan,team,,
2026-07-23 12:42:54,REMOVED,2544,LeBron James,team,,
2026-07-23 12:44:54,ADDED,2544,LeBron James,team,,
2026-07-23 12:44:54,ADDED,201942,DeMar DeRozan,team,,
2026-07-23 14:05:54,CHANGED,1641801,Emanuel Miller,school,TCU,Texas Christian
2026-07-23 14:06:54,CHANGED,1641801,Emanuel Miller,school,Texas Christian,TCU
2026-07-23 14:07:54,CHANGED,1641801,Emanuel Miller,school,TCU,Texas Christian
2026-07-23 14:53:54,REMOVED,1641801,Emanuel Miller,team,SAS,
2026-07-23 14:53:54,CHANGED,1630533,Ziaire Williams,number,1,11
2026-07-23 14:53:54,CHANGED,1629012,Collin Sexton,number,2,10
2026-07-24 08:36:55,CHANGED,1643624,Bryce Hopkins,school,St. John's,"St. John's, N.Y."
2026-07-24 08:40:54,CHANGED,1631131,Oscar Tshiebwe,country,DRC,Democratic Republic of the Congo
2026-07-24 08:54:54,CHANGED,1643624,Bryce Hopkins,school,"St. John's, N.Y.",St. John's
2026-07-24 08:54:54,CHANGED,1631131,Oscar Tshiebwe,team,UTA,HOU
2026-07-24 08:54:54,CHANGED,1631131,Oscar Tshiebwe,country,Democratic Republic of the Congo,DRC
2026-07-25 09:12:48,CHANGED,1641763,Julian Phillips,team,MIN,HOU
2026-07-25 09:12:48,CHANGED,1642910,John Tonje,team,BOS,POR
2026-07-25 09:57:54,REMOVED,1642461,Spencer Jones,team,DEN,
2026-07-25 21:53:54,ADDED,1641723,Kobe Bufkin,team,,NOP
2026-07-25 21:54:54,REMOVED,1641723,Kobe Bufkin,team,NOP,
2026-07-25 21:56:54,ADDED,1641723,Kobe Bufkin,team,,NOP
2026-07-26 14:58:54,REMOVED,1631207,Dalen Terry,team,PHI,
2026-07-26 14:58:54,REMOVED,203484,Kentavious Caldwell-Pope,team,MEM,
2026-07-26 14:58:54,CHANGED,2544,LeBron James,team,,PHI
2026-07-26 14:58:54,CHANGED,2544,LeBron James,number,,23
2026-07-27 09:55:54,CHANGED,1631127,Harrison Ingram,team,SAS,UTA
2026-07-27 09:56:54,CHANGED,1631127,Harrison Ingram,team,UTA,SAS
2026-07-27 09:57:54,CHANGED,1631127,Harrison Ingram,team,SAS,UTA
2026-07-27 15:05:54,REMOVED,1641815,Isaiah Stevens,team,SAC,
2026-07-27 17:55:54,ADDED,1642461,Spencer Jones,team,,DEN
2026-07-28 08:01:54,CHANGED,1629680,Matisse Thybulle,team,POR,LAL
2026-07-28 12:42:54,CHANGED,1643536,Ebuka Okorie,school,Stanford,-
2026-07-28 12:42:54,CHANGED,1642350,Trevon Brazile,school,Arkansas,-
2026-07-28 12:42:54,CHANGED,1643563,Richie Saunders,school,Brigham Young,-
2026-07-28 12:42:54,CHANGED,1643519,Jayden Quaintance,school,Kentucky,-
2026-07-28 12:42:54,CHANGED,1643548,Tyler Bilodeau,school,UCLA,-
2026-07-28 12:42:54,CHANGED,1643415,Brayden Burries,school,Arizona,-
2026-07-28 12:42:54,CHANGED,1643544,Zuby Ejiofor,school,St. John's,-
2026-07-28 12:42:54,CHANGED,1643517,Dailyn Swain,school,Texas,-
2026-07-28 12:42:54,CHANGED,1643542,Tarris Reed Jr.,school,Connecticut,-
2026-07-28 12:42:54,CHANGED,1643593,Izaiyah Nelson,school,South Florida,-
2026-07-28 12:42:54,CHANGED,1643414,Mikel Brown Jr.,school,Louisville,-
2026-07-28 12:42:54,CHANGED,1643412,Kingston Flemings,school,Houston,-
2026-07-28 12:42:54,CHANGED,1643530,Aday Mara,school,Michigan,-
2026-07-28 12:42:54,CHANGED,1643411,Darius Acuff Jr.,school,Arkansas,-
2026-07-28 12:42:54,CHANGED,1642284,Alex Karaban,school,Connecticut,-
2026-07-28 12:42:54,CHANGED,1643407,AJ Dybantsa,school,Brigham Young,-
2026-07-28 12:42:54,CHANGED,1643589,Tyler Nickel,school,Vanderbilt,-
2026-07-28 12:42:54,CHANGED,1642391,Ugonna Onyenso,school,Virginia,-
2026-07-28 12:42:54,CHANGED,1643553,Ryan Conwell,school,Louisville,-
2026-07-28 12:42:54,CHANGED,1641759,Dillon Mitchell,school,St. John's,-
2026-07-28 12:42:54,CHANGED,1643413,Keaton Wagler,school,Illinois,-
2026-07-28 12:42:54,CHANGED,1643410,Caleb Wilson,school,North Carolina,-
2026-07-28 12:42:54,CHANGED,1643650,Lajae Jones,school,Florida State,-
2026-07-28 12:42:54,CHANGED,1643408,Darryn Peterson,school,Kansas,-
2026-07-28 12:42:54,CHANGED,1643576,Maliq Brown,school,Duke,-
2026-07-28 12:42:54,CHANGED,1643590,Felix Okpara,school,Tennessee,-
2026-07-28 12:42:54,CHANGED,1643551,Ja'Kobi Gillespie,school,Tennessee,-
2026-07-28 12:42:54,CHANGED,1643416,Chris Cenac Jr.,school,Houston,-
2026-07-28 12:42:54,CHANGED,1643585,Vsevolod Ishchenko,school,Lokomotiv Kuban,-
2026-07-28 12:42:54,CHANGED,1643552,Braden Smith,school,Purdue,-
2026-07-28 12:42:54,CHANGED,1643538,Joshua Jefferson,school,Iowa State,-
2026-07-28 12:42:54,CHANGED,1643539,Henri Veesaar,school,North Carolina,-
2026-07-28 12:42:54,CHANGED,1643516,Morez Johnson,school,Michigan,-
2026-07-28 12:42:54,CHANGED,1643510,Karim Lopez,school,New Zealand Breakers,-
2026-07-28 12:42:54,CHANGED,1643417,Nate Ament,school,Tennessee,-
2026-07-28 12:42:54,CHANGED,1642912,Isaiah Evans,school,Duke,-
2026-07-28 12:42:54,CHANGED,1643515,Christian Anderson,school,Texas Tech,-
2026-07-28 12:42:54,CHANGED,1642394,Baba Miller,school,Cincinnati,-
2026-07-28 12:42:54,CHANGED,1643624,Bryce Hopkins,school,St. John's,-
2026-07-28 12:42:54,CHANGED,1643567,Emanuel Sharp,school,Houston,-
2026-07-28 12:42:54,CHANGED,1643509,Meleek Thomas,school,Arkansas,-
2026-07-28 12:42:54,CHANGED,1643588,Tobi Lawal,school,Virginia Tech,-
2026-07-28 12:42:54,CHANGED,1642889,Labaron Philon,school,Alabama,-
2026-07-28 12:42:54,CHANGED,1643520,Koa Peat,school,Arizona,-
2026-07-28 12:42:54,CHANGED,1643583,Jack Kayil,school,Alba Berlin,-
2026-07-28 12:42:54,CHANGED,1643409,Cameron Boozer,school,Duke,-
2026-07-28 12:42:54,CHANGED,1643418,Cameron Carr,school,Baylor,-
2026-07-28 12:42:54,CHANGED,1642865,Yaxel Lendeborg,school,Alabama-Birmingham,-
2026-07-28 12:42:54,CHANGED,1643570,Bruce Thornton,school,Ohio State,-
2026-07-28 12:42:54,CHANGED,1642892,Bennett Stirtz,school,Iowa,-
2026-07-28 12:42:54,CHANGED,1643547,Sergio De Larrea,school,"Valencia, Spain",-
2026-07-28 12:42:54,CHANGED,1643512,Allen Graves,school,Santa Clara,-
2026-07-28 12:42:54,CHANGED,1643555,Jaron Pierre Jr.,school,Southern Methodist,-
2026-07-28 12:42:54,CHANGED,1643419,Hannes Steinbach,school,Washington,-
2026-07-28 12:42:54,CHANGED,1642923,Otega Oweh,school,Kentucky,-
2026-07-28 12:42:54,CHANGED,1643626,Trey Kaufman-Renn,school,Purdue,-
2026-07-28 12:42:54,CHANGED,1643568,Nick Martinelli,school,Northwestern,-
2026-07-28 12:42:54,CHANGED,1641831,Malique Lewis,school,Trinidad and Tobago,-
2026-07-28 12:42:54,CHANGED,1643558,Jaden Bradley,school,Arizona,-
2026-07-28 13:01:54,CHANGED,1643520,Koa Peat,school,-,Arizona
2026-07-28 13:01:54,CHANGED,1643548,Tyler Bilodeau,school,-,UCLA
2026-07-28 13:01:54,CHANGED,1643576,Maliq Brown,school,-,Duke
2026-07-28 13:01:54,CHANGED,1642391,Ugonna Onyenso,school,-,Virginia
2026-07-28 13:01:54,CHANGED,1642892,Bennett Stirtz,school,-,Iowa
2026-07-28 13:01:54,CHANGED,1642889,Labaron Philon,school,-,Alabama
2026-07-28 13:01:54,CHANGED,1643516,Morez Johnson,school,-,Michigan
2026-07-28 13:01:54,CHANGED,1643626,Trey Kaufman-Renn,school,-,Purdue
2026-07-28 13:01:54,CHANGED,1643558,Jaden Bradley,school,-,Arizona
2026-07-28 13:01:54,CHANGED,1643547,Sergio De Larrea,school,-,"Valencia, Spain"
2026-07-28 13:01:54,CHANGED,1643408,Darryn Peterson,school,-,Kansas
2026-07-28 13:01:54,CHANGED,1643552,Braden Smith,school,-,Purdue
2026-07-28 13:01:54,CHANGED,1643589,Tyler Nickel,school,-,Vanderbilt
2026-07-28 13:01:54,CHANGED,1643413,Keaton Wagler,school,-,Illinois
2026-07-28 13:01:54,CHANGED,1643417,Nate Ament,school,-,Tennessee
2026-07-28 13:01:54,CHANGED,1643570,Bruce Thornton,school,-,Ohio State
2026-07-28 13:01:54,CHANGED,1643650,Lajae Jones,school,-,Florida State
2026-07-28 13:01:54,CHANGED,1643410,Caleb Wilson,school,-,North Carolina
2026-07-28 13:01:54,CHANGED,1641759,Dillon Mitchell,school,-,St. John's
2026-07-28 13:01:54,CHANGED,1643530,Aday Mara,school,-,Michigan
2026-07-28 13:01:54,CHANGED,1642394,Baba Miller,school,-,Cincinnati
2026-07-28 13:01:54,CHANGED,1643509,Meleek Thomas,school,-,Arkansas
2026-07-28 13:01:54,CHANGED,1643567,Emanuel Sharp,school,-,Houston
2026-07-28 13:01:54,CHANGED,1643414,Mikel Brown Jr.,school,-,Louisville
2026-07-28 13:01:54,CHANGED,1643517,Dailyn Swain,school,-,Texas
2026-07-28 13:01:54,CHANGED,1643412,Kingston Flemings,school,-,Houston
2026-07-28 13:01:54,CHANGED,1642865,Yaxel Lendeborg,school,-,Alabama-Birmingham
2026-07-28 13:01:54,CHANGED,1643536,Ebuka Okorie,school,-,Stanford
2026-07-28 13:01:54,CHANGED,1643568,Nick Martinelli,school,-,Northwestern
2026-07-28 13:01:54,CHANGED,1642350,Trevon Brazile,school,-,Arkansas
2026-07-28 13:01:54,CHANGED,1643555,Jaron Pierre Jr.,school,-,Southern Methodist
2026-07-28 13:01:54,CHANGED,1643409,Cameron Boozer,school,-,Duke
2026-07-28 13:01:54,CHANGED,1643519,Jayden Quaintance,school,-,Kentucky
2026-07-28 13:01:54,CHANGED,1643407,AJ Dybantsa,school,-,Brigham Young
2026-07-28 13:01:54,CHANGED,1643563,Richie Saunders,school,-,Brigham Young
2026-07-28 13:01:54,CHANGED,1643416,Chris Cenac Jr.,school,-,Houston
2026-07-28 13:01:54,CHANGED,1642284,Alex Karaban,school,-,Connecticut
2026-07-28 13:01:54,CHANGED,1643419,Hannes Steinbach,school,-,Washington
2026-07-28 13:01:54,CHANGED,1643590,Felix Okpara,school,-,Tennessee
2026-07-28 13:01:54,CHANGED,1643542,Tarris Reed Jr.,school,-,Connecticut
2026-07-28 13:01:54,CHANGED,1642923,Otega Oweh,school,-,Kentucky
2026-07-28 13:01:54,CHANGED,1643593,Izaiyah Nelson,school,-,South Florida
2026-07-28 13:01:54,CHANGED,1643553,Ryan Conwell,school,-,Louisville
2026-07-28 13:01:54,CHANGED,1643515,Christian Anderson,school,-,Texas Tech
2026-07-28 13:01:54,CHANGED,1643544,Zuby Ejiofor,school,-,St. John's
2026-07-28 13:01:54,CHANGED,1643512,Allen Graves,school,-,Santa Clara
2026-07-28 13:01:54,CHANGED,1643415,Brayden Burries,school,-,Arizona
2026-07-28 13:01:54,CHANGED,1643551,Ja'Kobi Gillespie,school,-,Tennessee
2026-07-28 13:01:54,CHANGED,1643539,Henri Veesaar,school,-,North Carolina
2026-07-28 13:01:54,CHANGED,1643588,Tobi Lawal,school,-,Virginia Tech
2026-07-28 13:01:54,CHANGED,1643538,Joshua Jefferson,school,-,Iowa State
2026-07-28 13:01:54,CHANGED,1643418,Cameron Carr,school,-,Baylor
2026-07-28 13:01:54,CHANGED,1642912,Isaiah Evans,school,-,Duke
2026-07-28 13:01:54,CHANGED,1643411,Darius Acuff Jr.,school,-,Arkansas
2026-07-28 13:01:54,CHANGED,1643624,Bryce Hopkins,school,-,St. John's
2026-07-28 13:07:54,CHANGED,1642865,Yaxel Lendeborg,school,Alabama-Birmingham,Michigan
2026-07-28 13:07:54,CHANGED,1643544,Zuby Ejiofor,school,St. John's,St. John's (NY)
2026-07-28 13:07:54,CHANGED,1642284,Alex Karaban,school,Connecticut,Houston
2026-07-28 13:07:54,CHANGED,1641759,Dillon Mitchell,school,St. John's,St. John's (NY)
2026-07-28 13:07:54,CHANGED,1643547,Sergio De Larrea,school,"Valencia, Spain",-
2026-07-28 13:16:54,CHANGED,1643624,Bryce Hopkins,school,St. John's,St. John's (NY)
2026-07-28 13:16:54,CHANGED,1643548,Tyler Bilodeau,school,UCLA,California-Los Angeles
2026-07-28 13:58:56,CHANGED,1643548,Tyler Bilodeau,school,California-Los Angeles,UCLA
2026-07-28 13:58:56,CHANGED,1642865,Yaxel Lendeborg,school,Michigan,Alabama-Birmingham
2026-07-28 13:58:56,CHANGED,1643547,Sergio De Larrea,school,-,"Valencia, Spain"
2026-07-28 13:58:56,CHANGED,1642284,Alex Karaban,school,Houston,Connecticut
2026-07-28 13:58:56,CHANGED,1641759,Dillon Mitchell,school,St. John's (NY),St. John's
2026-07-28 13:58:56,CHANGED,1643624,Bryce Hopkins,school,St. John's (NY),St. John's
2026-07-28 13:58:56,CHANGED,1643544,Zuby Ejiofor,school,St. John's (NY),St. John's
2026-07-28 15:04:54,CHANGED,1631132,Christian Koloko,team,ATL,NOP
2026-07-28 17:59:54,CHANGED,1641780,Johni Broome,team,PHI,LAC
2026-07-29 09:00:54,CHANGED,1630545,Terrence Shannon Jr,name,Terrence Shannon Jr.,Terrence Shannon Jr
2026-07-29 09:00:54,CHANGED,1630545,Terrence Shannon Jr,number,1,4
2026-07-29 09:00:54,CHANGED,1641740,Jaylen Clark,number,22,7
2026-07-29 09:00:54,CHANGED,1642912,Isaiah Evans,number,,33
2026-07-29 09:00:54,CHANGED,1643626,Trey Kaufman-Renn,number,,14
2026-07-29 09:00:54,CHANGED,1643626,Trey Kaufman-Renn,position,,F
2026-07-29 09:00:54,CHANGED,1643626,Trey Kaufman-Renn,height,,6-9
2026-07-29 09:00:54,CHANGED,1643626,Trey Kaufman-Renn,weight,,230
2026-07-29 09:00:54,CHANGED,1643626,Trey Kaufman-Renn,country,,USA
2026-07-29 10:02:54,REMOVED,204060,Joe Ingles,team,MIN,
2026-07-29 10:02:54,CHANGED,201599,DeAndre Jordan,number,9,6
2026-07-29 10:02:54,CHANGED,1643555,Jaron Pierre Jr.,number,,10
2026-07-29 13:13:54,CHANGED,1629162,Jordan McLaughlin,school,Southern California,USC
2026-07-29 14:02:57,CHANGED,1629162,Jordan McLaughlin,school,USC,Southern California
2026-07-30 15:05:55,REMOVED,1631338,Mouhamadou Gueye,team,CHA,
2026-07-31 01:59:06,ADDED,1626209,Mario Hezonja,team,,CLE
2026-07-31 01:59:06,REMOVED,1630623,Tyson Etienne,team,BKN,
2026-07-31 01:59:06,REMOVED,1630604,E.J. Liddell,team,BKN,
2026-07-31 01:59:06,CHANGED,1629021,Moritz Wagner,team,ORL,BKN
2026-07-31 09:14:54,CHANGED,1642881,Bogoljub Markovic,name,Bogoljub Marković,Bogoljub Markovic
2026-07-31 10:04:54,CHANGED,1642881,Bogoljub Marković,name,Bogoljub Markovic,Bogoljub Marković
2026-07-31 17:27:54,CHANGED,1629001,De'Anthony Melton,school,Southern California,USC
2026-07-31 17:28:54,CHANGED,1629001,De'Anthony Melton,school,USC,Southern California
2026-07-31 17:29:54,CHANGED,1629001,De'Anthony Melton,school,Southern California,USC
2026-07-31 18:04:54,CHANGED,1629001,De'Anthony Melton,school,USC,Southern California
2026-07-31 18:09:55,CHANGED,1629001,De'Anthony Melton,school,Southern California,USC
2026-07-31 19:13:54,CHANGED,1629001,De'Anthony Melton,school,USC,Southern California
2026-08-02 17:09:54,CHANGED,1631110,Jeremy Sochan,team,NYK,POR
2026-08-03 10:59:54,CHANGED,1630249,Vit Krejci,name,Vít Krejčí,Vit Krejci
2026-08-03 11:14:55,CHANGED,1630249,Vít Krejčí,name,Vit Krejci,Vít Krejčí
2026-08-04 09:17:54,REMOVED,1642490,Josh Oduro,team,NOP,
2026-08-04 10:14:55,CHANGED,1626209,Mario Hezonja,number,44,10
2026-08-04 16:13:55,ADDED,1631216,Caleb Houstan,team,,NOP
2026-08-04 16:16:54,REMOVED,1631216,Caleb Houstan,team,NOP,
2026-08-04 16:17:55,ADDED,1631216,Caleb Houstan,team,,NOP
2026-08-04 17:19:55,CHANGED,1641998,Trey Jemison III,team,NYK,TOR
2026-08-04 17:19:55,CHANGED,1641748,Andre Jackson Jr.,team,MIL,TOR
2026-08-05 00:10:31,REMOVED,1630846,Olivier Sarr,team,CLE,
2026-08-05 00:10:31,CHANGED,1626209,Mario Hezonja,number,10,33
2026-08-05 12:16:54,CHANGED,1643547,Sergio de Larrea,name,Sergio De Larrea,Sergio de Larrea
2026-08-05 17:16:55,REMOVED,1631120,JD Davison,team,HOU,
2026-08-05 21:02:54,CHANGED,1641759,Dillon Mitchell,school,St. John's,"St. John's, N.Y."
2026-08-05 21:16:54,CHANGED,1641759,Dillon Mitchell,school,"St. John's, N.Y.",St. John's
2026-08-06 00:18:57,ADDED,203484,Kentavious Caldwell-Pope,team,,PHI
